"Tabela 7141 - Taxa ajustada de frequência escolar líquida, por sexo e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Homens,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Homens,11 a 14 anos nos anos finais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Homens,15 a 17 anos no ensino médio,82.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Homens,18 a 24 no ensino superior,27.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Mulheres,6 a 14 anos no ensino fundamental,95.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,92.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Mulheres,15 a 17 anos no ensino médio,86.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,35,São Paulo,Mulheres,18 a 24 no ensino superior,35.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Total,6 a 14 anos no ensino fundamental,93.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Total,6 a 10 anos nos anos iniciais do ensino fundamental,88.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Total,11 a 14 anos nos anos finais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Total,15 a 17 anos no ensino médio,78.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Total,18 a 24 no ensino superior,31.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Homens,6 a 14 anos no ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,86.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Homens,15 a 17 anos no ensino médio,76.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Homens,18 a 24 no ensino superior,26.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Mulheres,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Mulheres,15 a 17 anos no ensino médio,79.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,41,Paraná,Mulheres,18 a 24 no ensino superior,37.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Total,6 a 14 anos no ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Total,6 a 10 anos nos anos iniciais do ensino fundamental,89.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Total,11 a 14 anos nos anos finais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Total,15 a 17 anos no ensino médio,72.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Total,18 a 24 no ensino superior,29.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Homens,6 a 14 anos no ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Homens,15 a 17 anos no ensino médio,66.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Homens,18 a 24 no ensino superior,24.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Mulheres,6 a 14 anos no ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Mulheres,15 a 17 anos no ensino médio,79.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,42,Santa Catarina,Mulheres,18 a 24 no ensino superior,34.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Total,6 a 14 anos no ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,93.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,88.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Total,15 a 17 anos no ensino médio,70.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Total,18 a 24 no ensino superior,28.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Homens,6 a 14 anos no ensino fundamental,95.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Homens,15 a 17 anos no ensino médio,66.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Homens,18 a 24 no ensino superior,24.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Mulheres,6 a 14 anos no ensino fundamental,95.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,92.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Mulheres,15 a 17 anos no ensino médio,75.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,43,Rio Grande do Sul,Mulheres,18 a 24 no ensino superior,32.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Total,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,91.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,89.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Total,15 a 17 anos no ensino médio,70.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Total,18 a 24 no ensino superior,33.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Homens,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,91.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,86.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Homens,15 a 17 anos no ensino médio,64.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Homens,18 a 24 no ensino superior,28.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Mulheres,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Mulheres,15 a 17 anos no ensino médio,75.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,50,Mato Grosso do Sul,Mulheres,18 a 24 no ensino superior,38.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Total,6 a 14 anos no ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Total,6 a 10 anos nos anos iniciais do ensino fundamental,86.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Total,11 a 14 anos nos anos finais do ensino fundamental,91.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Total,15 a 17 anos no ensino médio,69.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Total,18 a 24 no ensino superior,22.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Homens,6 a 14 anos no ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,86.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Homens,15 a 17 anos no ensino médio,66.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Homens,18 a 24 no ensino superior,20.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Mulheres,6 a 14 anos no ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,86.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,93.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Mulheres,15 a 17 anos no ensino médio,72.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Mulheres,18 a 24 no ensino superior,24.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Total,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Total,11 a 14 anos nos anos finais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Total,15 a 17 anos no ensino médio,78.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Total,18 a 24 no ensino superior,26.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Homens,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Homens,15 a 17 anos no ensino médio,72.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Homens,18 a 24 no ensino superior,21.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Mulheres,6 a 14 anos no ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,91.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,93.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Mulheres,15 a 17 anos no ensino médio,84.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Mulheres,18 a 24 no ensino superior,32.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Total,6 a 14 anos no ensino fundamental,96.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Total,6 a 10 anos nos anos iniciais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Total,11 a 14 anos nos anos finais do ensino fundamental,93.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Total,15 a 17 anos no ensino médio,78.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Total,18 a 24 no ensino superior,44.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Homens,6 a 14 anos no ensino fundamental,96.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Homens,11 a 14 anos nos anos finais do ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Homens,15 a 17 anos no ensino médio,71.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Homens,18 a 24 no ensino superior,40.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Mulheres,6 a 14 anos no ensino fundamental,96.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Mulheres,15 a 17 anos no ensino médio,84.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Mulheres,18 a 24 no ensino superior,48.3,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Total,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.7,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Total,11 a 14 anos nos anos finais do ensino fundamental,89.1,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Total,15 a 17 anos no ensino médio,76.7,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Total,18 a 24 no ensino superior,27.1,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Homens,6 a 14 anos no ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Homens,15 a 17 anos no ensino médio,73.5,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Homens,18 a 24 no ensino superior,22.9,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Mulheres,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Mulheres,15 a 17 anos no ensino médio,80.1,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Mulheres,18 a 24 no ensino superior,31.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Total,6 a 14 anos no ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Total,11 a 14 anos nos anos finais do ensino fundamental,85.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Total,15 a 17 anos no ensino médio,69.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Total,18 a 24 no ensino superior,23.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Homens,6 a 14 anos no ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Homens,11 a 14 anos nos anos finais do ensino fundamental,84.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Homens,15 a 17 anos no ensino médio,65.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Homens,18 a 24 no ensino superior,19.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Mulheres,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,87.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Mulheres,15 a 17 anos no ensino médio,74.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Mulheres,18 a 24 no ensino superior,27.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Total,6 a 14 anos no ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Total,11 a 14 anos nos anos finais do ensino fundamental,87.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Total,15 a 17 anos no ensino médio,73.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Total,18 a 24 no ensino superior,21.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Homens,6 a 14 anos no ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,85.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Homens,15 a 17 anos no ensino médio,70.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Homens,18 a 24 no ensino superior,18.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Mulheres,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,89.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Mulheres,15 a 17 anos no ensino médio,77.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Mulheres,18 a 24 no ensino superior,25.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Total,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Total,11 a 14 anos nos anos finais do ensino fundamental,91.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Total,15 a 17 anos no ensino médio,80.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Total,18 a 24 no ensino superior,29.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Homens,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Homens,15 a 17 anos no ensino médio,78.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Homens,18 a 24 no ensino superior,25.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Mulheres,6 a 14 anos no ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,92.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Mulheres,15 a 17 anos no ensino médio,83.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Mulheres,18 a 24 no ensino superior,34.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Total,6 a 14 anos no ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Total,6 a 10 anos nos anos iniciais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Total,11 a 14 anos nos anos finais do ensino fundamental,88.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Total,15 a 17 anos no ensino médio,76.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Total,18 a 24 no ensino superior,30.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Homens,6 a 14 anos no ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,90.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Homens,15 a 17 anos no ensino médio,73.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Homens,18 a 24 no ensino superior,24.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Mulheres,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,91.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,89.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Mulheres,15 a 17 anos no ensino médio,80.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Mulheres,18 a 24 no ensino superior,36.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Total,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Total,6 a 10 anos nos anos iniciais do ensino fundamental,91.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Total,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Total,15 a 17 anos no ensino médio,77.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Total,18 a 24 no ensino superior,32.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Homens,6 a 14 anos no ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Homens,11 a 14 anos nos anos finais do ensino fundamental,87.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Homens,15 a 17 anos no ensino médio,74.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Homens,18 a 24 no ensino superior,28.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Mulheres,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Mulheres,15 a 17 anos no ensino médio,80.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Mulheres,18 a 24 no ensino superior,36.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Total,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Total,6 a 10 anos nos anos iniciais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Total,11 a 14 anos nos anos finais do ensino fundamental,89.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Total,15 a 17 anos no ensino médio,75.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Total,18 a 24 no ensino superior,26.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Homens,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Homens,6 a 10 anos nos anos iniciais do ensino fundamental,89.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Homens,11 a 14 anos nos anos finais do ensino fundamental,89.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Homens,15 a 17 anos no ensino médio,69.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Homens,18 a 24 no ensino superior,20.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Mulheres,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Mulheres,6 a 10 anos nos anos iniciais do ensino fundamental,90.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Mulheres,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Mulheres,15 a 17 anos no ensino médio,81.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Mulheres,18 a 24 no ensino superior,30.9,%
