"Tabela 7142 - Taxa ajustada de frequência escolar líquida, por cor ou raça e faixa etária ideal por curso frequentado",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,83.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Branca,11 a 14 anos nos anos finais do ensino fundamental,93.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Branca,15 a 17 anos no ensino médio,76.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Branca,18 a 24 no ensino superior,30.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Preta ou parda,6 a 14 anos no ensino fundamental,92.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,87.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Preta ou parda,15 a 17 anos no ensino médio,66.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,51,Mato Grosso,Preta ou parda,18 a 24 no ensino superior,19.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Branca,6 a 14 anos no ensino fundamental,93.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Branca,15 a 17 anos no ensino médio,82.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Branca,18 a 24 no ensino superior,38.5,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Preta ou parda,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.6,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Preta ou parda,15 a 17 anos no ensino médio,76.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,52,Goiás,Preta ou parda,18 a 24 no ensino superior,21.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Branca,6 a 14 anos no ensino fundamental,97.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Branca,11 a 14 anos nos anos finais do ensino fundamental,96.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Branca,15 a 17 anos no ensino médio,82.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Branca,18 a 24 no ensino superior,61.0,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Preta ou parda,6 a 14 anos no ensino fundamental,96.3,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,93.4,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,91.7,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Preta ou parda,15 a 17 anos no ensino médio,76.2,%
Taxa ajustada de frequência escolar líquida,2023,UF,53,Distrito Federal,Preta ou parda,18 a 24 no ensino superior,35.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Branca,6 a 14 anos no ensino fundamental,94.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Branca,11 a 14 anos nos anos finais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Branca,15 a 17 anos no ensino médio,81.8,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Branca,18 a 24 no ensino superior,37.4,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Preta ou parda,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.3,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Preta ou parda,15 a 17 anos no ensino médio,73.6,%
Taxa ajustada de frequência escolar líquida,2024,BR,1,Brasil,Preta ou parda,18 a 24 no ensino superior,20.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Branca,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Branca,15 a 17 anos no ensino médio,76.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Branca,18 a 24 no ensino superior,32.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Preta ou parda,6 a 14 anos no ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Preta ou parda,15 a 17 anos no ensino médio,68.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,1,Norte,Preta ou parda,18 a 24 no ensino superior,21.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Branca,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Branca,15 a 17 anos no ensino médio,77.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Branca,18 a 24 no ensino superior,32.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Preta ou parda,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,87.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Preta ou parda,15 a 17 anos no ensino médio,72.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,2,Nordeste,Preta ou parda,18 a 24 no ensino superior,18.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Branca,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Branca,15 a 17 anos no ensino médio,84.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Branca,18 a 24 no ensino superior,39.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Preta ou parda,6 a 14 anos no ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Preta ou parda,15 a 17 anos no ensino médio,77.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,3,Sudeste,Preta ou parda,18 a 24 no ensino superior,21.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Branca,6 a 14 anos no ensino fundamental,94.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Branca,15 a 17 anos no ensino médio,80.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Branca,18 a 24 no ensino superior,36.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Preta ou parda,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Preta ou parda,15 a 17 anos no ensino médio,68.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,4,Sul,Preta ou parda,18 a 24 no ensino superior,18.2,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Branca,6 a 14 anos no ensino fundamental,95.6,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,92.4,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Branca,15 a 17 anos no ensino médio,82.1,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Branca,18 a 24 no ensino superior,43.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Preta ou parda,6 a 14 anos no ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.5,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,87.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Preta ou parda,15 a 17 anos no ensino médio,74.8,%
Taxa ajustada de frequência escolar líquida,2024,GR,5,Centro-Oeste,Preta ou parda,18 a 24 no ensino superior,26.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Branca,6 a 14 anos no ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,87.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Branca,11 a 14 anos nos anos finais do ensino fundamental,92.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Branca,15 a 17 anos no ensino médio,72.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Branca,18 a 24 no ensino superior,42.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Preta ou parda,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Preta ou parda,15 a 17 anos no ensino médio,75.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,11,Rondônia,Preta ou parda,18 a 24 no ensino superior,20.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Branca,6 a 14 anos no ensino fundamental,92.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,86.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Branca,15 a 17 anos no ensino médio,77.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Branca,18 a 24 no ensino superior,32.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Preta ou parda,6 a 14 anos no ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,89.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,81.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Preta ou parda,15 a 17 anos no ensino médio,64.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,12,Acre,Preta ou parda,18 a 24 no ensino superior,20.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Branca,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Branca,11 a 14 anos nos anos finais do ensino fundamental,77.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Branca,15 a 17 anos no ensino médio,75.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Branca,18 a 24 no ensino superior,30.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Preta ou parda,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,89.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Preta ou parda,15 a 17 anos no ensino médio,72.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,13,Amazonas,Preta ou parda,18 a 24 no ensino superior,19.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Branca,6 a 14 anos no ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Branca,11 a 14 anos nos anos finais do ensino fundamental,85.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Branca,15 a 17 anos no ensino médio,86.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Branca,18 a 24 no ensino superior,34.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Preta ou parda,6 a 14 anos no ensino fundamental,92.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Preta ou parda,15 a 17 anos no ensino médio,70.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,14,Roraima,Preta ou parda,18 a 24 no ensino superior,24.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Branca,6 a 14 anos no ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Branca,15 a 17 anos no ensino médio,72.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Branca,18 a 24 no ensino superior,30.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Preta ou parda,6 a 14 anos no ensino fundamental,94.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Preta ou parda,15 a 17 anos no ensino médio,65.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,15,Pará,Preta ou parda,18 a 24 no ensino superior,21.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Branca,6 a 14 anos no ensino fundamental,94.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Branca,11 a 14 anos nos anos finais do ensino fundamental,81.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Branca,15 a 17 anos no ensino médio,77.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Branca,18 a 24 no ensino superior,28.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Preta ou parda,6 a 14 anos no ensino fundamental,94.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,78.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Preta ou parda,15 a 17 anos no ensino médio,58.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,16,Amapá,Preta ou parda,18 a 24 no ensino superior,25.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Branca,6 a 14 anos no ensino fundamental,95.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Branca,11 a 14 anos nos anos finais do ensino fundamental,98.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Branca,15 a 17 anos no ensino médio,90.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Branca,18 a 24 no ensino superior,38.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Preta ou parda,6 a 14 anos no ensino fundamental,94.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,92.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Preta ou parda,15 a 17 anos no ensino médio,78.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,17,Tocantins,Preta ou parda,18 a 24 no ensino superior,25.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Branca,6 a 14 anos no ensino fundamental,94.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Branca,11 a 14 anos nos anos finais do ensino fundamental,88.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Branca,15 a 17 anos no ensino médio,77.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Branca,18 a 24 no ensino superior,30.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Preta ou parda,6 a 14 anos no ensino fundamental,95.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,89.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Preta ou parda,15 a 17 anos no ensino médio,68.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,21,Maranhão,Preta ou parda,18 a 24 no ensino superior,17.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Branca,6 a 14 anos no ensino fundamental,93.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,89.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Branca,11 a 14 anos nos anos finais do ensino fundamental,94.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Branca,15 a 17 anos no ensino médio,83.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Branca,18 a 24 no ensino superior,39.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Preta ou parda,6 a 14 anos no ensino fundamental,95.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,92.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,92.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Preta ou parda,15 a 17 anos no ensino médio,72.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,22,Piauí,Preta ou parda,18 a 24 no ensino superior,22.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Branca,6 a 14 anos no ensino fundamental,91.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,85.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Branca,11 a 14 anos nos anos finais do ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Branca,15 a 17 anos no ensino médio,82.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Branca,18 a 24 no ensino superior,35.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Preta ou parda,6 a 14 anos no ensino fundamental,94.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,89.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,90.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Preta ou parda,15 a 17 anos no ensino médio,83.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,23,Ceará,Preta ou parda,18 a 24 no ensino superior,19.4,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Branca,6 a 14 anos no ensino fundamental,93.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,89.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Branca,11 a 14 anos nos anos finais do ensino fundamental,84.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Branca,15 a 17 anos no ensino médio,74.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Branca,18 a 24 no ensino superior,33.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Preta ou parda,6 a 14 anos no ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,86.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Preta ou parda,15 a 17 anos no ensino médio,66.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,24,Rio Grande do Norte,Preta ou parda,18 a 24 no ensino superior,15.6,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Branca,6 a 14 anos no ensino fundamental,95.7,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,92.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Branca,11 a 14 anos nos anos finais do ensino fundamental,86.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Branca,15 a 17 anos no ensino médio,75.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Branca,18 a 24 no ensino superior,36.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Preta ou parda,6 a 14 anos no ensino fundamental,94.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,90.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,85.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Preta ou parda,15 a 17 anos no ensino médio,67.0,%
Taxa ajustada de frequência escolar líquida,2024,UF,25,Paraíba,Preta ou parda,18 a 24 no ensino superior,20.1,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Branca,6 a 14 anos no ensino fundamental,93.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Branca,6 a 10 anos nos anos iniciais do ensino fundamental,90.3,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Branca,11 a 14 anos nos anos finais do ensino fundamental,89.8,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Branca,15 a 17 anos no ensino médio,81.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Branca,18 a 24 no ensino superior,30.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Preta ou parda,6 a 14 anos no ensino fundamental,95.2,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Preta ou parda,6 a 10 anos nos anos iniciais do ensino fundamental,91.5,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Preta ou parda,11 a 14 anos nos anos finais do ensino fundamental,88.9,%
Taxa ajustada de frequência escolar líquida,2024,UF,26,Pernambuco,Preta ou parda,15 a 17 anos no ensino médio,74.1,%
